112	correct	geography.location.city	Sydney/Melbourne/Brisbane
113	correct	geography.location.region	Zimbabwe provinces
114	correct	representation.identifier.alphanumeric_id	6-letter species codes, identifier vocabulary
115	correct	geography.location.region	full Ecuador province list
116	correct	representation.discrete.categorical	constant LOCAL enum
117	correct	representation.discrete.categorical	LeftGate/RightGate/PickedUp enum
118	correct	geography.location.city	Texas cities
119	correct	representation.discrete.categorical	gate-interaction enum
120	correct	geography.location.country	values are country name Argentina
121	correct	geography.location.country	Ireland country name
122	correct	geography.location.country_code	FRA alpha-3, header confirms
123	wrong	representation.numeric.integer_number	constant -1 id sentinel; not a UTC offset format
124	correct	geography.location.country	Luxembourg
125	correct	geography.location.country	Canada
126	correct	geography.location.country	Brazil
127	correct	geography.location.country	Cyprus
128	correct	geography.location.country	Malta under toCountry
129	wrong	representation.numeric.integer_number	constant -1 sentinel
130	correct	geography.location.country	Germany
131	wrong	geography.location.country_code	ABW/AFG/AGO are ISO alpha-3 codes
132	wrong	representation.numeric.integer_number	constant -1 sentinel
133	wrong	representation.discrete.categorical	"Chinese" is a demonym; constant category value
134	correct	geography.location.country_code	ISO alpha-2 set
135	correct	geography.location.country_code	ISO alpha-2 set
136	correct	geography.location.country_code	ISO alpha-2 set
137	correct	geography.location.country_code	ISO alpha-2 set
138	correct	geography.location.country_code	US is the ISO code
139	correct	geography.location.country_code	US ISO code
140	wrong	representation.discrete.categorical	BOS is a team abbreviation code, not a city name
141	correct	geography.location.country_code	US ISO code
142	unsure		header TYPE vs constant CAN — vocabulary too thin to settle
143	correct	geography.location.country_code	ISO alpha-2 set
144	correct	geography.location.country_code	US ISO code
145	correct	geography.location.country_code	US ISO code
146	correct	representation.discrete.categorical	LTE/NR network-tech enum
147	wrong	representation.discrete.categorical	single letters I/O/L, not cities
148	correct	representation.text.plain_text	free-text survey answers
149	wrong	geography.location.country	"United States" is a country name, not a code
150	wrong	representation.discrete.categorical	Static/Dynamic is a state enum
151	wrong	geography.location.state_code	GA/FL are US state codes
152	wrong	representation.discrete.categorical	Static/Dynamic enum
153	wrong	representation.discrete.categorical	Static/Dynamic enum
154	correct	geography.location.region	UK regions
155	correct	geography.location.region	Zimbabwe provinces, abbreviated
156	correct	representation.numeric.integer_number	all-zero integers
157	wrong	geography.location.state_code	CA under "state" header is California, not Canada
158	correct	representation.numeric.integer_number	small plain integers
159	correct	geography.location.region	US county names
160	correct	representation.numeric.integer_number	game district ids
161	wrong	geography.location.continent	Africa/Asia/Europe/Oceania are continent-level names
162	correct	representation.numeric.decimal_number	signed decimals despite Rank header
163	correct	geography.location.region	county names
164	correct	representation.numeric.integer_number	all zeros, integer format
165	correct	geography.location.region	LOMBARDIA, Italian region
166	correct	geography.location.region	Georgia county names
167	correct	representation.numeric.integer_number	population estimates as integers
168	wrong	geography.location.state_code	NM is New Mexico under Provider State
169	wrong	geography.location.region	values are counties, not cities
170	wrong	container.object.csv	whole unsplit CSV records
171	correct	representation.numeric.integer_number	zeros plus blank, integer format
172	correct	geography.location.region	county names with header-row junk
173	correct	geography.location.country_code	US ISO code
174	wrong	geography.location.state_code	GA/FL driver's-licence states
175	correct	geography.location.country_code	US ISO code
176	wrong	geography.location.state_code	NV is Nevada US state code, not a country code
177	correct	representation.numeric.integer_number	1-4 written as bare integers
178	wrong	geography.location.state_code	TX is Texas state code, not country code
179	correct	representation.numeric.integer_number	large bare integers
180	wrong	representation.discrete.categorical	"Strings"/"Date" are data-type names, not cities
181	correct	representation.discrete.categorical	comment/story enum vocab
182	correct	representation.discrete.categorical	comment/story enum vocab
183	correct	representation.discrete.categorical	comment/story enum vocab
184	correct	representation.discrete.categorical	comment/story enum vocab
185	correct	representation.discrete.categorical	repeating class-name vocab
186	correct	representation.discrete.categorical	unassigned/Mathematik repeated
187	correct	representation.discrete.categorical	class names with repeats
188	correct	representation.discrete.categorical	all "passed"
189	correct	representation.discrete.categorical	enumerated group ids, repeating
190	wrong	identity.person.gender	male/female is gender, not region
191	correct	representation.discrete.categorical	enumerated group ids, repeating
192	correct	representation.numeric.integer_number	category codes written as bare integers
193	correct	representation.discrete.categorical	all "csv"
194	correct	representation.discrete.categorical	all "K562"
195	correct	representation.discrete.categorical	class names with repeats
196	wrong	representation.discrete.categorical	sale/purchase enum, not a city
197	correct	representation.discrete.categorical	payout/growth enum
198	correct	representation.discrete.categorical	foul/violation call-type vocab
199	wrong	representation.numeric.integer_number	-1 is an integer, not a UTC offset
200	correct	representation.numeric.integer_number	all "1" written as integer
201	wrong	representation.discrete.categorical	submission-method enum codes
202	wrong	representation.discrete.categorical	PNK is an exchange code, not a city
203	correct	representation.discrete.categorical	base.group_portal repeated
204	correct	representation.discrete.categorical	food categories repeated
205	correct	representation.discrete.categorical	all "Fix Released"
206	correct	representation.discrete.categorical	payload/network enum
207	wrong	representation.numeric.decimal_number	"1.0" is decimal written format, not categorical
208	correct	representation.discrete.categorical	single-letter group codes repeated
209	correct	representation.discrete.categorical	two class names
210	correct	representation.numeric.integer_number	bare integer IDs
211	correct	representation.numeric.integer_number	bare integer IDs
212	correct	representation.numeric.integer_number	bare integer IDs
213	correct	representation.numeric.integer_number	bare integer player IDs
214	correct	representation.numeric.integer_number	bare integer game ID
215	correct	representation.numeric.integer_number	bare integer IDs
216	correct	representation.numeric.integer_number	bare integer player IDs
217	correct	representation.numeric.integer_number	all "1"
218	correct	representation.numeric.integer_number	bare integer gbif IDs
219	correct	representation.numeric.integer_number	bare integers
220	correct	representation.numeric.integer_number	bare integer game ID
221	wrong	representation.numeric.integer_number	NBA team ID (1610612xxx), not unix epoch
222	correct	representation.numeric.integer_number	bare integer player IDs
223	wrong	representation.numeric.integer_number	NBA team ID, not unix epoch
224	correct	representation.numeric.integer_number	bare integer gbif IDs
225	correct	representation.numeric.integer_number	bare integer student IDs
226	wrong	representation.discrete.categorical	field/property names, a key vocab not random IDs
227	correct	representation.numeric.integer_number	bare integer player IDs
228	correct	representation.numeric.integer_number	bare integer gbif IDs
229	correct	representation.numeric.integer_number	bare integer IDs
230	wrong	representation.discrete.categorical	POR is NBA team abbreviation, not a city
231	wrong	representation.discrete.categorical	OKC is NBA team abbreviation, not a city
232	wrong	representation.discrete.categorical	HOU is NBA team abbreviation, not a city
233	correct	representation.identifier.alphanumeric_id	structured sequential layer names
234	correct	representation.identifier.alphanumeric_id	Wikidata Q-IDs
235	wrong	representation.identifier.uuid	values are canonical UUIDs
236	correct	representation.identifier.alphanumeric_id	IPNI id 772207-1
237	wrong	representation.discrete.categorical	views/twitter are source names, not IDs
238	correct	representation.identifier.alphanumeric_id	numeric_underscore coord IDs
239	correct	representation.identifier.alphanumeric_id	Wikidata Q-ID
240	wrong	representation.identifier.alphanumeric_id	msgNNN message IDs, not URLs
241	correct	technology.internet.url	relative href paths with query strings
242	wrong	representation.boolean.terms	values are all "Yes"
243	correct	representation.numeric.integer_number	values are -1/0 integers despite URL header
244	wrong	representation.numeric.integer_number	values are "1", a distinct-count not a URL
245	wrong	representation.text.plain_text	bare PDF filenames, no URL/path structure
246	wrong	representation.identifier.alphanumeric_id	Bilibili BV video IDs, not URLs
247	correct	technology.internet.url	relative href paths with query strings
248	wrong	representation.numeric.integer_number	values are "1", not URLs
249	wrong	representation.text.plain_text	free-text link descriptions
250	correct	technology.internet.url	slash-path resource references ending .zip
251	correct	technology.internet.url	full http://schema.org URLs
252	correct	technology.internet.url	full https bitcointalk URLs
253	correct	technology.internet.url	full https bitcointalk URLs
254	correct	technology.internet.url	full https bitcointalk URLs
255	correct	technology.internet.url	full http schema.org URLs
256	correct	technology.internet.url	full https bitcointalk URLs
257	correct	technology.internet.url	full https bitcointalk URLs
258	correct	technology.internet.url	full http schema.org URLs
259	correct	technology.internet.url	full http schema.org URLs
260	correct	technology.internet.url	full https URL
261	correct	technology.internet.url	full https URL
262	correct	technology.internet.url	full http URL
263	correct	technology.internet.url	values are full http URLs with scheme
264	correct	technology.internet.url	values are full http URLs with scheme
265	wrong	representation.text.plain_text	values are words/phrases, not URLs
266	unsure		all values are "-" placeholders; type unprovable
267	wrong	representation.text.word	hyphenated path slugs, no scheme/domain
268	wrong	representation.text.word	duplicate of 267; slugs, not URLs
269	wrong	representation.identifier.alphanumeric_id	msg+digits ids, not URLs
270	correct	datetime.component.year	4-digit years, header checkoutyear
271	wrong	representation.text.plain_text	MARC-style messy years fail year format
272	correct	datetime.date.mdy_slash	second field >12 proves MDY
273	correct	datetime.date.mdy_slash	second field >12 proves MDY
274	correct	datetime.date.mdy_slash	second field >12 proves MDY
275	correct	datetime.date.mdy_slash	second field >12 proves MDY
276	wrong	datetime.offset.iana	IANA tz names; precise label exists
277	wrong	finance.currency.amount	salary in USD; currency.amount validates bare decimals
278	correct	finance.currency.amount	payroll dollars, validates
279	wrong	finance.currency.amount	overtime pay dollars, same family as 278
280	wrong	finance.currency.amount	prices in dollars; money column, validates
281	wrong	finance.currency.amount	pay dollars, same payroll family as 278
282	correct	geography.address.postal_code	header zip_code + valid NYC 5-digit zips
283	correct	geography.address.postal_code	valid Bay Area zips, zip header
284	correct	geography.coordinate.longitude	-73.9/-74.1 NYC longitudes
285	correct	geography.coordinate.longitude	-87.6/-87.7 Chicago longitudes
286	correct	geography.location.city	real PNG/Greenland city names
287	correct	geography.location.city	real US towns/municipalities
288	correct	geography.location.city	real UK towns
289	correct	geography.location.country	country names
290	correct	geography.location.country_code	ISO alpha-2 US, header iso_country
291	correct	geography.location.city	NYC borough names double as postal city names; no borough label
292	correct	geography.location.city	borough/place names, consistent with 291
293	correct	geography.location.region	ISO 3166-2 subdivision codes; state_code pattern fails
294	wrong	geography.location.state_code	CA in context of CA zips = state abbrev
295	correct	geography.location.region	UK local-authority districts
296	correct	representation.text.plain_text	NTA neighbourhood names, 8/8 distinct
297	correct	geography.location.region	UK counties
298	correct	identity.commerce.isbn	majority valid ISBN-13; 2/8 dirty tolerable
299	wrong	representation.discrete.categorical	value "airport" repeated; not a city
300	wrong	representation.discrete.categorical	short job-type codes A2/NB/DM, not cities
301	correct	representation.discrete.categorical	single repeated agency value
302	wrong	representation.discrete.categorical	NA = North America code; not Namibia
303	wrong	representation.boolean.terms	yes/no vocabulary, in boolean.terms enum
304	correct	representation.discrete.categorical	limited location-type vocabulary
305	correct	representation.discrete.categorical	industry description vocabulary
306	correct	representation.discrete.categorical	single-letter DST codes U/E
307	correct	representation.discrete.categorical	magnitude-type codes md/mb/ml
308	correct	representation.discrete.categorical	2-letter network codes
309	correct	representation.discrete.categorical	BOOK/EBOOK/VIDEODISC vocabulary
310	correct	representation.discrete.categorical	Digital/Physical, not boolean terms
311	correct	representation.discrete.categorical	OverDrive/Horizon vocabulary
312	correct	representation.discrete.categorical	"per Annum" repeated enum
313	wrong	representation.boolean.terms	true/false values are in boolean.terms enum
314	correct	representation.discrete.categorical	L/F codes; L not a boolean initial
315	wrong	representation.text.plain_text	2 distinct samples, no repetition evidence for enum
316	wrong	geography.transportation.iata_code	UTK/OCA are real 3-letter IATA codes
317	wrong	representation.identifier.numeric_code	leading zeros must be preserved — not integer
318	wrong	geography.transportation.iata_code	GKA/POM etc match the PNG airports table
319	wrong	geography.transportation.icao_code	AYGA/BGBW are 4-letter ICAO codes
320	unsure		sample_values empty; header alone insufficient
321	wrong	representation.discrete.categorical	mixed 08B/17 codes; small FBI-code vocab
322	wrong	representation.identifier.numeric_code	NAICS codes — numeric_code names NAICS explicitly
323	correct	representation.identifier.alphanumeric_id	structured digit-dash id
324	correct	representation.identifier.alphanumeric_id	braced uppercase GUID fails canonical uuid pattern
325	wrong	representation.identifier.numeric_code	IUCR codes with leading zeros
326	wrong	representation.numeric.decimal_number	earthquake magnitude — feature-float trap, not latitude
327	correct	representation.numeric.integer_number	bare small ints, no leading zeros
328	correct	representation.numeric.integer_number	counts
329	correct	representation.numeric.integer_number	month number; no month-number label
330	correct	representation.text.plain_text	descriptive location phrases
331	wrong	identity.person.full_name	all values are author/person names
332	wrong	representation.text.entity_name	publisher org names with business suffixes
333	wrong	representation.discrete.categorical	job-title vocabulary, enum-like
334	correct	representation.text.plain_text	masked block addresses fail address labels
335	wrong	technology.internet.hostname	bare domains are hostnames
336	wrong	technology.internet.hostname	same bare domains
337	wrong	datetime.component.year	header year, 7/8 valid years; 9230 lone outlier
338	wrong	representation.numeric.decimal_number	all 0.0 — fails year format
339	wrong	datetime.component.year	year pattern allows \d{4}.0 form
340	wrong	representation.boolean.terms	Yes repeated — boolean terms, not a city
341	wrong	representation.numeric.decimal_number	EPS ratio — feature-float trap, not latitude
342	correct	representation.numeric.decimal_number	citation rate decimals
343	correct	datetime.component.year	constant 1998 year column
344	wrong	representation.numeric.integer_number	conversation number — header refutes year
345	correct	representation.numeric.decimal_number	training epoch index, not unix epoch
346	wrong	datetime.epoch.unix_milliseconds	13-digit epochs = Nov 2017 in ms
347	wrong	datetime.epoch.unix_milliseconds	13-digit ms epochs, Apr 2018
348	wrong	datetime.timestamp.iso_microseconds	full timestamps; nearest label is iso_microseconds
349	wrong	representation.identifier.increment	monotonic sequence ID — increment label
